original,correct,attempt_count,ms_first_response,answer_type,position,skill_name,hint_total,opportunity
1,1,1,3828,algebra,126,Box and Whisker,2,4
1,1,1,12215,algebra,22,Box and Whisker,4,1
1,1,1,57353,algebra,22,Box and Whisker,3,2
1,1,1,6878,algebra,30,Box and Whisker,3,1
1,1,1,4838,algebra,30,Box and Whisker,3,2
1,1,1,12660,algebra,30,Box and Whisker,4,3
1,1,1,6535,algebra,30,Box and Whisker,3,4
1,1,1,12948,algebra,30,Box and Whisker,4,5
1,1,1,59661,algebra,237,Box and Whisker,3,6
1,1,1,3589,algebra,237,Box and Whisker,3,7
1,1,1,16275,algebra,294,Box and Whisker,3,8
1,1,1,6635,algebra,294,Box and Whisker,3,9
1,1,1,22111,algebra,30,Box and Whisker,4,1
1,1,1,19002,algebra,30,Box and Whisker,4,2
1,1,1,18446,algebra,30,Box and Whisker,4,3
1,0,2,44284,algebra,30,Box and Whisker,3,4
1,1,1,11830,algebra,30,Box and Whisker,3,5
1,1,1,8735,algebra,30,Box and Whisker,3,6
1,1,1,8930,algebra,30,Box and Whisker,3,7
1,1,1,13564,algebra,30,Box and Whisker,3,8
1,1,1,11398,algebra,30,Box and Whisker,3,9
1,1,1,8172,algebra,237,Box and Whisker,3,10
1,0,2,5006,algebra,237,Box and Whisker,4,11
1,1,1,10469,algebra,237,Box and Whisker,4,12
1,1,1,11327,algebra,237,Box and Whisker,4,13
1,1,1,3694,algebra,237,Box and Whisker,3,14
1,1,1,71233,algebra,294,Box and Whisker,4,15
1,1,1,11372,algebra,294,Box and Whisker,4,16
1,0,1,17810,algebra,30,Box and Whisker,2,1
1,0,2,15403,algebra,30,Box and Whisker,2,2
1,1,1,8970,algebra,30,Box and Whisker,2,3
1,1,1,5900,algebra,30,Box and Whisker,0,4
1,1,1,7156,algebra,30,Box and Whisker,2,5
1,1,1,10017,algebra,30,Box and Whisker,2,6
1,1,1,8954,algebra,237,Box and Whisker,3,7
1,1,1,8346,algebra,237,Box and Whisker,3,8
1,1,1,4916,algebra,294,Box and Whisker,3,9
1,1,1,4304,algebra,294,Box and Whisker,3,10
1,1,1,14594,algebra,30,Box and Whisker,2,1
1,0,2,43041,algebra,30,Box and Whisker,2,2
1,1,1,5413,algebra,30,Box and Whisker,2,3
1,1,1,4949,algebra,30,Box and Whisker,2,4
1,1,1,4812,algebra,30,Box and Whisker,0,5
1,1,1,13218,algebra,30,Box and Whisker,2,6
1,1,1,8284,algebra,30,Box and Whisker,2,7
1,1,1,32814,algebra,237,Box and Whisker,4,8
1,1,1,3734,algebra,237,Box and Whisker,3,9
1,1,1,10761,algebra,294,Box and Whisker,3,10
1,1,1,4917,algebra,294,Box and Whisker,3,11
1,0,2,8037,algebra,30,Box and Whisker,4,1
1,0,1,11181,algebra,30,Box and Whisker,3,2
1,1,1,3706,algebra,30,Box and Whisker,4,3
1,1,1,4226,algebra,30,Box and Whisker,4,4
1,1,1,2551,algebra,30,Box and Whisker,3,5
1,1,1,3811,algebra,30,Box and Whisker,3,6
1,1,1,4345,algebra,30,Box and Whisker,3,7
1,1,1,6718,algebra,237,Box and Whisker,3,8
1,0,2,3572,algebra,237,Box and Whisker,4,9
1,1,1,4046,algebra,237,Box and Whisker,4,10
1,1,1,3293,algebra,237,Box and Whisker,3,11
1,1,1,5326,algebra,237,Box and Whisker,4,12
1,1,1,5232,algebra,294,Box and Whisker,4,13
1,1,1,4762,algebra,294,Box and Whisker,4,14
1,1,1,30099,algebra,30,Box and Whisker,3,1
1,1,1,16453,algebra,30,Box and Whisker,4,2
1,1,1,9404,algebra,30,Box and Whisker,4,3
1,1,1,5189,algebra,30,Box and Whisker,4,4
1,1,1,3790,algebra,30,Box and Whisker,3,5
1,1,1,14182,algebra,237,Box and Whisker,4,6
1,1,1,4810,algebra,237,Box and Whisker,3,7
1,1,1,8367,algebra,294,Box and Whisker,3,8
1,1,1,5619,algebra,294,Box and Whisker,3,9
1,1,1,15188,algebra,30,Box and Whisker,3,1
1,1,1,5165,algebra,30,Box and Whisker,3,2
1,1,1,5812,algebra,30,Box and Whisker,4,3
1,0,2,6092,algebra,30,Box and Whisker,3,4
1,0,2,4408,algebra,30,Box and Whisker,4,5
1,1,1,6462,algebra,30,Box and Whisker,3,6
1,1,1,3762,algebra,30,Box and Whisker,3,7
1,1,1,3737,algebra,30,Box and Whisker,3,8
1,1,1,5371,algebra,30,Box and Whisker,3,9
1,1,1,23763,algebra,30,Box and Whisker,3,10
1,1,1,5852,algebra,237,Box and Whisker,3,11
1,0,2,5345,algebra,237,Box and Whisker,4,12
1,1,1,12707,algebra,237,Box and Whisker,4,13
1,1,1,8734,algebra,237,Box and Whisker,3,14
1,1,1,5466,algebra,237,Box and Whisker,3,15
1,1,1,17795,algebra,294,Box and Whisker,3,16
1,1,1,14356,algebra,294,Box and Whisker,4,17
1,0,3,71130,algebra,30,Box and Whisker,3,1
1,1,1,6755,algebra,30,Box and Whisker,3,2
1,1,1,4629,algebra,30,Box and Whisker,3,3
1,0,2,5627,algebra,30,Box and Whisker,4,4
1,1,1,9060,algebra,30,Box and Whisker,4,5
1,1,1,14223,algebra,30,Box and Whisker,4,6
1,1,1,4694,algebra,30,Box and Whisker,3,7
1,1,1,14311,algebra,30,Box and Whisker,4,8
1,1,1,5164,algebra,237,Box and Whisker,3,9
1,1,1,4303,algebra,237,Box and Whisker,3,10
1,1,1,7913,algebra,294,Box and Whisker,3,11
1,1,1,5618,algebra,294,Box and Whisker,4,12
1,0,2,19812,algebra,30,Box and Whisker,3,1
1,1,1,29484,algebra,30,Box and Whisker,4,2
1,1,1,8034,algebra,30,Box and Whisker,4,3
1,1,1,5444,algebra,30,Box and Whisker,3,4
1,1,1,6006,algebra,30,Box and Whisker,4,5
1,1,1,5601,algebra,30,Box and Whisker,3,6
1,1,1,5569,algebra,237,Box and Whisker,2,7
1,1,1,9033,algebra,237,Box and Whisker,4,8
1,1,1,6011,algebra,294,Box and Whisker,3,9
1,1,1,5955,algebra,294,Box and Whisker,3,10
1,0,2,43279,algebra,30,Box and Whisker,0,1
1,1,1,7788,algebra,30,Box and Whisker,2,2
1,1,1,12347,algebra,30,Box and Whisker,2,3
1,1,1,6396,algebra,30,Box and Whisker,2,4
1,1,1,17204,algebra,30,Box and Whisker,2,5
1,1,1,4178,algebra,30,Box and Whisker,0,6
1,1,1,10952,algebra,237,Box and Whisker,3,7
1,1,1,26144,algebra,237,Box and Whisker,4,8
1,1,1,31370,algebra,294,Box and Whisker,4,9
1,1,1,18471,algebra,294,Box and Whisker,4,10
1,0,2,232850,algebra,30,Box and Whisker,2,1
1,1,1,34624,algebra,30,Box and Whisker,2,2
1,1,1,9931,algebra,30,Box and Whisker,2,3
1,1,1,5901,algebra,30,Box and Whisker,2,4
1,1,1,6638,algebra,30,Box and Whisker,2,5
1,1,1,9448,algebra,30,Box and Whisker,0,6
1,0,2,18515,algebra,237,Box and Whisker,4,7
1,1,1,19584,algebra,237,Box and Whisker,4,8
1,0,2,66809,algebra,237,Box and Whisker,3,9
1,1,1,4988,algebra,237,Box and Whisker,3,10
1,1,1,5350,algebra,237,Box and Whisker,3,11
1,1,1,8662,algebra,237,Box and Whisker,3,12
1,1,1,16315,algebra,294,Box and Whisker,3,13
1,1,1,6128,algebra,294,Box and Whisker,3,14
1,1,1,36866,algebra,237,Box and Whisker,3,1
1,1,1,11672,algebra,237,Box and Whisker,3,2
1,1,1,9834,algebra,30,Box and Whisker,3,3
1,1,1,10499,algebra,30,Box and Whisker,3,4
1,1,1,18425,algebra,30,Box and Whisker,3,5
1,1,1,7120,algebra,30,Box and Whisker,3,6
1,1,1,7492,algebra,30,Box and Whisker,3,7
1,1,1,34417,algebra,294,Box and Whisker,3,8
1,1,1,20747,algebra,294,Box and Whisker,4,9
1,1,1,52015,algebra,30,Box and Whisker,4,1
1,1,1,23578,algebra,30,Box and Whisker,4,2
1,0,2,15500,algebra,30,Box and Whisker,3,3
1,1,1,37562,algebra,30,Box and Whisker,4,4
1,1,1,6703,algebra,30,Box and Whisker,4,5
1,0,2,64047,algebra,30,Box and Whisker,3,6
1,1,1,17860,algebra,30,Box and Whisker,4,7
1,0,2,22656,algebra,30,Box and Whisker,3,8
1,1,1,16953,algebra,30,Box and Whisker,4,9
1,1,1,15687,algebra,30,Box and Whisker,3,10
1,0,2,104969,algebra,30,Box and Whisker,3,11
1,0,2,114792,algebra,30,Box and Whisker,3,12
1,0,2,37559,algebra,30,Box and Whisker,3,13
1,1,1,43078,algebra,30,Box and Whisker,3,14
1,1,1,54547,algebra,30,Box and Whisker,4,15
1,0,2,136725,algebra,30,Box and Whisker,3,16
1,1,1,19925,algebra,30,Box and Whisker,4,17
1,0,2,15838,algebra,30,Box and Whisker,3,18
1,1,1,24796,algebra,30,Box and Whisker,3,19
1,1,1,23776,algebra,30,Box and Whisker,3,20
1,0,2,59527,algebra,30,Box and Whisker,3,21
1,1,1,9797,algebra,30,Box and Whisker,4,22
1,1,1,8984,algebra,30,Box and Whisker,4,23
1,1,1,15360,algebra,30,Box and Whisker,3,24
1,1,1,9266,algebra,30,Box and Whisker,4,25
1,1,1,20515,algebra,30,Box and Whisker,3,26
1,0,2,12469,algebra,237,Box and Whisker,3,27
1,0,2,7547,algebra,237,Box and Whisker,4,28
1,1,1,15219,algebra,237,Box and Whisker,3,29
1,1,1,38203,algebra,237,Box and Whisker,3,30
1,1,1,8640,algebra,237,Box and Whisker,4,31
1,1,1,20043,algebra,294,Box and Whisker,4,32
1,1,1,15437,algebra,294,Box and Whisker,3,33
1,1,1,3734,algebra,30,Box and Whisker,3,1
1,0,2,11485,algebra,30,Box and Whisker,4,2
1,1,1,5656,algebra,30,Box and Whisker,3,3
1,1,1,3203,algebra,30,Box and Whisker,3,4
1,1,1,23579,algebra,30,Box and Whisker,4,5
1,1,1,7782,algebra,30,Box and Whisker,3,6
1,1,1,2922,algebra,30,Box and Whisker,3,7
1,1,1,11594,algebra,237,Box and Whisker,4,8
1,1,1,2703,algebra,237,Box and Whisker,3,9
1,1,1,8901,algebra,294,Box and Whisker,3,10
1,1,1,11130,algebra,294,Box and Whisker,4,11
1,0,1,17559,algebra,30,Box and Whisker,3,1
1,1,1,12378,algebra,30,Box and Whisker,4,2
1,1,1,9441,algebra,30,Box and Whisker,4,3
1,1,1,11709,algebra,30,Box and Whisker,3,4
1,1,1,4132,algebra,30,Box and Whisker,3,5
1,1,1,3445,algebra,30,Box and Whisker,3,6
1,1,1,11585,algebra,237,Box and Whisker,3,7
1,1,1,4181,algebra,237,Box and Whisker,3,8
1,0,2,7865,algebra,294,Box and Whisker,4,9
1,1,1,5393,algebra,294,Box and Whisker,3,10
1,1,1,5778,algebra,294,Box and Whisker,3,11
1,1,1,6182,algebra,294,Box and Whisker,3,12
1,0,2,12593,algebra,30,Box and Whisker,2,1
1,1,1,20516,algebra,30,Box and Whisker,2,2
1,1,1,15656,algebra,30,Box and Whisker,2,3
1,0,2,18437,algebra,30,Box and Whisker,2,4
1,0,2,9766,algebra,30,Box and Whisker,2,5
1,0,3,11703,algebra,30,Box and Whisker,2,6
1,1,1,11563,algebra,30,Box and Whisker,2,7
1,0,2,44938,algebra,30,Box and Whisker,0,8
1,0,3,16172,algebra,30,Box and Whisker,2,9
1,0,3,13203,algebra,30,Box and Whisker,2,10
1,0,2,9750,algebra,30,Box and Whisker,2,11
1,1,1,16848,algebra,30,Box and Whisker,2,12
1,0,2,13213,algebra,30,Box and Whisker,2,13
1,1,1,19578,algebra,30,Box and Whisker,0,14
1,0,2,19157,algebra,30,Box and Whisker,2,15
1,1,1,10717,algebra,30,Box and Whisker,2,16
1,0,2,49811,algebra,30,Box and Whisker,2,17
1,0,1,23859,algebra,30,Box and Whisker,2,18
1,0,2,35000,algebra,237,Box and Whisker,3,19
1,1,1,7875,algebra,237,Box and Whisker,3,20
1,0,2,11203,algebra,237,Box and Whisker,4,21
1,1,1,38812,algebra,237,Box and Whisker,4,22
1,1,1,93312,algebra,237,Box and Whisker,4,23
1,1,1,9328,algebra,237,Box and Whisker,3,24
1,1,1,13364,algebra,294,Box and Whisker,3,25
1,1,1,7467,algebra,294,Box and Whisker,3,26
1,1,1,13828,algebra,30,Box and Whisker,4,1
1,1,1,10343,algebra,30,Box and Whisker,4,2
1,1,1,10016,algebra,30,Box and Whisker,4,3
1,1,1,42704,algebra,30,Box and Whisker,3,4
1,1,1,64641,algebra,30,Box and Whisker,3,5
1,1,1,7031,algebra,237,Box and Whisker,3,6
1,0,2,13500,algebra,237,Box and Whisker,4,7
1,1,1,5187,algebra,237,Box and Whisker,3,8
1,1,1,3719,algebra,237,Box and Whisker,3,9
1,1,1,5125,algebra,237,Box and Whisker,4,10
1,1,1,16933,algebra,294,Box and Whisker,3,11
1,1,1,34122,algebra,294,Box and Whisker,3,12
1,1,1,5193,algebra,30,Box and Whisker,2,1
1,1,1,4490,algebra,30,Box and Whisker,2,2
1,1,1,5169,algebra,30,Box and Whisker,0,3
1,1,1,6065,algebra,30,Box and Whisker,2,4
1,1,1,3932,algebra,30,Box and Whisker,2,5
1,1,1,8818,algebra,237,Box and Whisker,4,6
1,1,1,8445,algebra,237,Box and Whisker,3,7
1,1,1,9657,algebra,294,Box and Whisker,4,8
1,1,1,5318,algebra,294,Box and Whisker,4,9
1,1,1,15116,algebra,30,Box and Whisker,4,1
1,1,1,12230,algebra,30,Box and Whisker,3,2
1,1,1,16146,algebra,30,Box and Whisker,4,3
1,1,1,7863,algebra,30,Box and Whisker,3,4
1,1,1,9656,algebra,30,Box and Whisker,3,5
1,1,1,12558,algebra,237,Box and Whisker,3,6
1,1,1,22199,algebra,237,Box and Whisker,4,7
1,1,1,27927,algebra,294,Box and Whisker,4,8
1,1,1,25756,algebra,294,Box and Whisker,4,9
1,1,1,9045,algebra,30,Box and Whisker,2,1
1,1,1,9922,algebra,30,Box and Whisker,2,2
1,1,1,8770,algebra,30,Box and Whisker,2,3
1,1,1,13917,algebra,30,Box and Whisker,0,4
1,1,1,4364,algebra,30,Box and Whisker,2,5
1,1,1,6590,algebra,237,Box and Whisker,3,6
1,1,1,7503,algebra,237,Box and Whisker,4,7
1,1,1,23412,algebra,294,Box and Whisker,4,8
1,1,1,12883,algebra,294,Box and Whisker,3,9
1,1,1,43149,algebra,30,Box and Whisker,2,1
1,1,1,17488,algebra,30,Box and Whisker,2,2
1,1,1,15382,algebra,30,Box and Whisker,2,3
1,1,1,7847,algebra,30,Box and Whisker,2,4
1,1,1,5990,algebra,30,Box and Whisker,2,5
1,1,1,25469,algebra,237,Box and Whisker,3,6
1,0,2,8375,algebra,237,Box and Whisker,4,7
1,1,1,4875,algebra,237,Box and Whisker,3,8
1,1,1,8344,algebra,237,Box and Whisker,4,9
1,1,1,4407,algebra,237,Box and Whisker,3,10
1,1,1,7935,algebra,294,Box and Whisker,3,11
1,1,1,13490,algebra,294,Box and Whisker,3,12
1,0,3,55953,algebra,30,Box and Whisker,2,1
1,1,1,21921,algebra,30,Box and Whisker,2,2
1,1,1,9719,algebra,30,Box and Whisker,0,3
1,1,1,13047,algebra,30,Box and Whisker,2,4
1,1,1,15063,algebra,30,Box and Whisker,2,5
1,1,1,7516,algebra,30,Box and Whisker,2,6
1,1,1,8380,algebra,237,Box and Whisker,2,7
1,1,1,7893,algebra,237,Box and Whisker,3,8
1,1,1,11428,algebra,294,Box and Whisker,3,9
1,1,1,8565,algebra,294,Box and Whisker,4,10
1,0,1,20420,algebra,148,Box and Whisker,4,1
1,0,2,12496,algebra,148,Box and Whisker,3,2
1,0,2,21652,algebra,148,Box and Whisker,3,3
1,0,5,15303,algebra,148,Box and Whisker,3,4
1,1,1,15896,algebra,148,Box and Whisker,3,5
1,1,1,20639,algebra,148,Box and Whisker,4,6
1,1,1,16239,algebra,148,Box and Whisker,4,7
1,1,1,17359,algebra,30,Box and Whisker,2,8
1,0,2,45315,algebra,30,Box and Whisker,2,9
1,1,1,15978,algebra,30,Box and Whisker,0,10
1,0,2,18082,algebra,30,Box and Whisker,2,11
1,0,2,14787,algebra,30,Box and Whisker,2,12
1,1,1,15796,algebra,30,Box and Whisker,2,13
1,1,1,21960,algebra,30,Box and Whisker,2,14
1,0,3,19612,algebra,30,Box and Whisker,2,15
1,1,1,16262,algebra,30,Box and Whisker,0,16
1,0,2,21942,algebra,30,Box and Whisker,2,17
1,1,1,36352,algebra,30,Box and Whisker,2,18
1,0,3,18397,algebra,30,Box and Whisker,2,19
1,0,2,20086,algebra,30,Box and Whisker,2,20
1,0,4,20212,algebra,30,Box and Whisker,0,21
1,1,1,27163,algebra,30,Box and Whisker,0,22
1,0,5,13678,algebra,30,Box and Whisker,2,23
1,1,1,14630,algebra,30,Box and Whisker,0,24
1,0,3,17641,algebra,30,Box and Whisker,2,25
1,1,1,10982,algebra,30,Box and Whisker,2,26
1,1,1,15160,algebra,30,Box and Whisker,2,27
1,1,1,14077,algebra,30,Box and Whisker,2,28
1,0,3,13420,algebra,30,Box and Whisker,2,29
1,0,2,15680,algebra,30,Box and Whisker,2,30
1,0,2,22104,algebra,30,Box and Whisker,2,31
1,0,3,10824,algebra,30,Box and Whisker,2,32
1,1,1,16462,algebra,30,Box and Whisker,0,33
1,0,6,13292,algebra,30,Box and Whisker,2,34
1,1,1,12588,algebra,30,Box and Whisker,2,35
1,0,3,15754,algebra,30,Box and Whisker,2,36
1,1,1,14526,algebra,30,Box and Whisker,2,37
1,0,3,44045,algebra,30,Box and Whisker,2,38
1,0,2,96632,algebra,30,Box and Whisker,2,39
1,1,1,8676,algebra,30,Box and Whisker,2,40
1,0,2,8925,algebra,30,Box and Whisker,2,41
1,1,1,3906,algebra,30,Box and Whisker,2,42
1,0,2,12696,algebra,30,Box and Whisker,0,43
1,1,1,6799,algebra,30,Box and Whisker,2,44
1,1,1,10993,algebra,30,Box and Whisker,2,45
1,1,1,9545,algebra,30,Box and Whisker,2,46
1,0,2,8388,algebra,30,Box and Whisker,2,47
1,0,3,8426,algebra,30,Box and Whisker,2,48
1,0,2,7042,algebra,30,Box and Whisker,2,49
1,1,1,28579,algebra,223,Box and Whisker,4,50
1,0,3,20618,algebra,223,Box and Whisker,3,51
1,0,5,9825,algebra,223,Box and Whisker,3,52
1,0,3,14420,algebra,223,Box and Whisker,3,53
1,1,1,37668,algebra,148,Box and Whisker,3,1
1,0,3,15311,algebra,148,Box and Whisker,3,2
1,1,1,10743,algebra,148,Box and Whisker,2,3
1,0,3,12684,algebra,148,Box and Whisker,3,4
1,0,2,11078,algebra,148,Box and Whisker,3,5
1,1,1,87372,algebra,223,Box and Whisker,4,6
1,1,1,28440,algebra,223,Box and Whisker,4,7
1,0,2,83480,algebra,148,Box and Whisker,3,1
